District,Month,Cases,Year
Hambantota,1,16,2021
Jaffna,1,8,2021
Kalutara,1,21,2021
Kandy,1,32,2021
Kegalle,1,22,2021
Kilinochchi,1,10,2021
Kurunegala,1,57,2021
Mannar,1,8,2021
Matale,1,10,2021
Matara,1,22,2021
Monaragala,1,8,2021
Mullaitivu,1,4,2021
Nuwara Eliya,1,10,2021
Polonnaruwa,1,7,2021
Puttalam,1,8,2021
Ratnapura,1,63,2021
Trincomalee,1,1,2021
Vavuniya,1,0,2021
Ampara,2,4,2021
Anuradhapura,2,64,2021
Badulla,2,22,2021
Batticaloa,2,3,2021
Colombo,2,17,2021
Galle,2,40,2021
Gampaha,2,3,2021
Hambantota,2,24,2021
Jaffna,2,1,2021
Kalutara,2,24,2021
Kandy,2,13,2021
Kegalle,2,29,2021
Kilinochchi,2,6,2021
Kurunegala,2,34,2021
Mannar,2,4,2021
Matale,2,1,2021
Matara,2,23,2021
Monaragala,2,22,2021
Mullaitivu,2,7,2021
Nuwara Eliya,2,4,2021
Polonnaruwa,2,26,2021
Puttalam,2,1,2021
Ratnapura,2,90,2021
Trincomalee,2,0,2021
Vavuniya,2,5,2021
Ampara,3,6,2021
Anuradhapura,3,42,2021
Badulla,3,55,2021
Batticaloa,3,9,2021
Colombo,3,18,2021
Galle,3,106,2021
Gampaha,3,80,2021
Hambantota,3,33,2021
Jaffna,3,4,2021
Kalutara,3,163,2021
Kandy,3,12,2021
Kegalle,3,49,2021
Kilinochchi,3,7,2021
Kurunegala,3,53,2021
Mannar,3,9,2021
Matale,3,9,2021
Matara,3,37,2021
Monaragala,3,57,2021
Mullaitivu,3,2,2021
Nuwara Eliya,3,10,2021
Polonnaruwa,3,6,2021
Puttalam,3,4,2021
Ratnapura,3,140,2021
Trincomalee,3,1,2021
Vavuniya,3,6,2021
Ampara,4,3,2021
Anuradhapura,4,18,2021
Badulla,4,31,2021
Batticaloa,4,9,2021
Colombo,4,28,2021
Galle,4,102,2021
Gampaha,4,20,2021
Hambantota,4,22,2021
Jaffna,4,0,2021
Kalutara,4,51,2021
Kandy,4,9,2021
Kegalle,4,31,2021
Kilinochchi,4,13,2021
Kurunegala,4,11,2021
Mannar,4,2,2021
Matale,4,5,2021
Matara,4,33,2021
Monaragala,4,53,2021
Mullaitivu,4,7,2021
Nuwara Eliya,4,6,2021
Polonnaruwa,4,5,2021
Puttalam,4,3,2021
Ratnapura,4,83,2021
Trincomalee,4,0,2021
Vavuniya,4,2,2021
Ampara,5,22,2021
Anuradhapura,5,16,2021
Badulla,5,26,2021
Batticaloa,5,7,2021
Colombo,5,22,2021
Galle,5,52,2021
Gampaha,5,14,2021
Hambantota,5,36,2021
Jaffna,5,2,2021
Kalutara,5,24,2021
Kandy,5,10,2021
Kegalle,5,18,2021
Kilinochchi,5,3,2021
Kurunegala,5,18,2021
Mannar,5,1,2021
Matale,5,10,2021
Matara,5,19,2021
Monaragala,5,32,2021
Mullaitivu,5,4,2021
Nuwara Eliya,5,6,2021
Polonnaruwa,5,27,2021
Puttalam,5,1,2021
Ratnapura,5,56,2021
Trincomalee,5,1,2021
Vavuniya,5,4,2021
Ampara,6,4,2021
Anuradhapura,6,7,2021
Badulla,6,14,2021
Batticaloa,6,5,2021
Colombo,6,3,2021
Galle,6,10,2021
Gampaha,6,1,2021
Hambantota,6,17,2021
Jaffna,6,2,2021
Kalutara,6,14,2021
Kandy,6,1,2021
Kegalle,6,22,2021
Kilinochchi,6,3,2021
Kurunegala,6,9,2021
Mannar,6,0,2021
Matale,6,1,2021
Matara,6,17,2021
Monaragala,6,41,2021
Mullaitivu,6,0,2021
Nuwara Eliya,6,1,2021
Polonnaruwa,6,14,2021
Puttalam,6,1,2021
Ratnapura,6,30,2021
Trincomalee,6,0,2021
Vavuniya,6,0,2021
Ampara,7,4,2021
Anuradhapura,7,15,2021
Badulla,7,49,2021
Batticaloa,7,3,2021
Colombo,7,16,2021
Galle,7,83,2021
Gampaha,7,13,2021
Hambantota,7,37,2021
Jaffna,7,1,2021
Kalutara,7,66,2021
Kandy,7,19,2021
Kegalle,7,37,2021
Kilinochchi,7,7,2021
Kurunegala,7,35,2021
Mannar,7,1,2021
Matale,7,21,2021
Matara,7,32,2021
Monaragala,7,53,2021
Mullaitivu,7,2,2021
Nuwara Eliya,7,5,2021
Polonnaruwa,7,16,2021
Puttalam,7,3,2021
Ratnapura,7,78,2021
Trincomalee,7,1,2021
Vavuniya,7,5,2021
Ampara,8,3,2021
Anuradhapura,8,8,2021
Badulla,8,37,2021
Batticaloa,8,1,2021
Colombo,8,11,2021
Galle,8,47,2021
Gampaha,8,9,2021
Hambantota,8,24,2021
Jaffna,8,1,2021
Kalutara,8,19,2021
Kandy,8,5,2021
Kegalle,8,14,2021
Kilinochchi,8,4,2021
Kurunegala,8,26,2021
Mannar,8,0,2021
Matale,8,9,2021
Matara,8,16,2021
Monaragala,8,36,2021
Mullaitivu,8,3,2021
Nuwara Eliya,8,6,2021
Polonnaruwa,8,5,2021
Puttalam,8,1,2021
Ratnapura,8,42,2021
Trincomalee,8,0,2021
Vavuniya,8,1,2021
Ampara,9,5,2021
Anuradhapura,9,2,2021
Badulla,9,16,2021
Batticaloa,9,0,2021
Colombo,9,5,2021
Galle,9,30,2021
Gampaha,9,9,2021
Hambantota,9,13,2021
Jaffna,9,1,2021
Kalutara,9,38,2021
Kandy,9,12,2021
Kegalle,9,4,2021
Kilinochchi,9,1,2021
Kurunegala,9,8,2021
Mannar,9,1,2021
Matale,9,2,2021
Matara,9,21,2021
Monaragala,9,8,2021
Mullaitivu,9,3,2021
Nuwara Eliya,9,3,2021
Polonnaruwa,9,3,2021
Puttalam,9,1,2021
Ratnapura,9,21,2021
Trincomalee,9,0,2021
Vavuniya,9,0,2021
Ampara,10,2,2021
Anuradhapura,10,0,2021
Badulla,10,10,2021
Batticaloa,10,5,2021
Colombo,10,13,2021
Galle,10,75,2021
Gampaha,10,50,2021
Hambantota,10,16,2021
Jaffna,10,0,2021
Kalutara,10,130,2021
Kandy,10,33,2021
Kegalle,10,105,2021
Kilinochchi,10,1,2021
Kurunegala,10,69,2021
Mannar,10,0,2021
Matale,10,9,2021
Matara,10,43,2021
Monaragala,10,30,2021
Mullaitivu,10,1,2021
Nuwara Eliya,10,9,2021
Polonnaruwa,10,6,2021
Puttalam,10,1,2021
Ratnapura,10,37,2021
Trincomalee,10,0,2021
Vavuniya,10,0,2021
Ampara,11,1,2021
Anuradhapura,11,6,2021
Badulla,11,13,2021
Batticaloa,11,2,2021
Colombo,11,31,2021
Galle,11,61,2021
Gampaha,11,89,2021
Hambantota,11,17,2021
Jaffna,11,1,2021
Kalutara,11,73,2021
Kandy,11,91,2021
Kegalle,11,108,2021
Kilinochchi,11,1,2021
Kurunegala,11,145,2021
Mannar,11,1,2021
Matale,11,6,2021
Matara,11,48,2021
Monaragala,11,17,2021
Mullaitivu,11,0,2021
Nuwara Eliya,11,6,2021
Polonnaruwa,11,11,2021
Puttalam,11,3,2021
Ratnapura,11,102,2021
Trincomalee,11,0,2021
Vavuniya,11,0,2021
Ampara,12,16,2021
Anuradhapura,12,59,2021
Badulla,12,47,2021
Batticaloa,12,10,2021
Colombo,12,58,2021
Galle,12,115,2021
Gampaha,12,29,2021
Hambantota,12,48,2021
Jaffna,12,16,2021
Kalutara,12,123,2021
Kandy,12,59,2021
Kegalle,12,202,2021
Kilinochchi,12,5,2021
Kurunegala,12,113,2021
Mannar,12,6,2021
Matale,12,13,2021
Matara,12,54,2021
Monaragala,12,104,2021
Mullaitivu,12,1,2021
Nuwara Eliya,12,9,2021
Polonnaruwa,12,30,2021
Puttalam,12,10,2021
Ratnapura,12,154,2021
Trincomalee,12,1,2021
Vavuniya,12,2,2021
Ampara,1,13,2022
Anuradhapura,1,45,2022
Badulla,1,32,2022
Batticaloa,1,6,2022
Colombo,1,20,2022
Galle,1,60,2022
Gampaha,1,11,2022
Hambantota,1,20,2022
Jaffna,1,12,2022
Kalutara,1,47,2022
Kandy,1,17,2022
Kegalle,1,74,2022
Kilinochchi,1,3,2022
Kurunegala,1,26,2022
Mannar,1,2,2022
Matale,1,7,2022
Matara,1,17,2022
Monaragala,1,59,2022
Mullaitivu,1,4,2022
Nuwara Eliya,1,3,2022
Polonnaruwa,1,26,2022
Puttalam,1,8,2022
Ratnapura,1,114,2022
Trincomalee,1,1,2022
Vavuniya,1,1,2022
Ampara,2,5,2022
Anuradhapura,2,20,2022
Badulla,2,16,2022
Batticaloa,2,3,2022
Colombo,2,7,2022
Galle,2,28,2022
Gampaha,2,4,2022
Hambantota,2,13,2022
Jaffna,2,4,2022
Kalutara,2,24,2022
Kandy,2,7,2022
Kegalle,2,18,2022
Kilinochchi,2,0,2022
Kurunegala,2,8,2022
Mannar,2,5,2022
Matale,2,2,2022
Matara,2,11,2022
Monaragala,2,27,2022
Mullaitivu,2,3,2022
Nuwara Eliya,2,5,2022
Polonnaruwa,2,11,2022
Puttalam,2,1,2022
Ratnapura,2,53,2022
Trincomalee,2,2,2022
Vavuniya,2,0,2022
Ampara,3,5,2022
Anuradhapura,3,15,2022
Badulla,3,21,2022
Batticaloa,3,5,2022
Colombo,3,10,2022
Galle,3,32,2022
Gampaha,3,11,2022
Hambantota,3,18,2022
Jaffna,3,4,2022
Kalutara,3,29,2022
Kandy,3,3,2022
Kegalle,3,36,2022
Kilinochchi,3,0,2022
Kurunegala,3,3,2022
Mannar,3,3,2022
Matale,3,6,2022
Matara,3,19,2022
Monaragala,3,22,2022
Mullaitivu,3,2,2022
Nuwara Eliya,3,8,2022
Polonnaruwa,3,7,2022
Puttalam,3,1,2022
Ratnapura,3,46,2022
Trincomalee,3,2,2022
Vavuniya,3,1,2022
Ampara,4,8,2022
Anuradhapura,4,11,2022
Badulla,4,18,2022
Batticaloa,4,3,2022
Colombo,4,9,2022
Galle,4,20,2022
Gampaha,4,13,2022
Hambantota,4,13,2022
Jaffna,4,2,2022
Kalutara,4,23,2022
Kandy,4,4,2022
Kegalle,4,23,2022
Kilinochchi,4,1,2022
Kurunegala,4,6,2022
Mannar,4,3,2022
Matale,4,5,2022
Matara,4,15,2022
Monaragala,4,16,2022
Mullaitivu,4,3,2022
Nuwara Eliya,4,3,2022
Polonnaruwa,4,5,2022
Puttalam,4,0,2022
Ratnapura,4,37,2022
Trincomalee,4,2,2022
Vavuniya,4,7,2022
Ampara,5,9,2022
Anuradhapura,5,7,2022
Badulla,5,22,2022
Batticaloa,5,7,2022
Colombo,5,8,2022
Galle,5,32,2022
Gampaha,5,4,2022
Hambantota,5,16,2022
Jaffna,5,1,2022
Kalutara,5,24,2022
Kandy,5,13,2022
Kegalle,5,42,2022
Kilinochchi,5,8,2022
Kurunegala,5,17,2022
Mannar,5,1,2022
Matale,5,14,2022
Matara,5,29,2022
Monaragala,5,43,2022
Mullaitivu,5,6,2022
Nuwara Eliya,5,1,2022
Polonnaruwa,5,5,2022
Puttalam,5,2,2022
Ratnapura,5,98,2022
Trincomalee,5,7,2022
Vavuniya,5,1,2022
Ampara,6,21,2022
Anuradhapura,6,21,2022
Badulla,6,10,2022
Batticaloa,6,3,2022
Colombo,6,38,2022
Galle,6,53,2022
Gampaha,6,24,2022
Hambantota,6,31,2022
Jaffna,6,0,2022
Kalutara,6,44,2022
Kandy,6,30,2022
Kegalle,6,98,2022
Kilinochchi,6,2,2022
Kurunegala,6,27,2022
Mannar,6,3,2022
Matale,6,27,2022
Matara,6,46,2022
Monaragala,6,53,2022
Mullaitivu,6,0,2022
Nuwara Eliya,6,15,2022
Polonnaruwa,6,16,2022
Puttalam,6,5,2022
Ratnapura,6,148,2022
Trincomalee,6,3,2022
Vavuniya,6,0,2022
Ampara,7,4,2022
Anuradhapura,7,4,2022
Badulla,7,16,2022
Batticaloa,7,1,2022
Colombo,7,22,2022
Galle,7,29,2022
Gampaha,7,4,2022
Hambantota,7,41,2022
Jaffna,7,1,2022
Kalutara,7,32,2022
Kandy,7,22,2022
Kegalle,7,36,2022
Kilinochchi,7,0,2022
Kurunegala,7,9,2022
Mannar,7,3,2022
Matale,7,10,2022
Matara,7,28,2022
Monaragala,7,13,2022
Mullaitivu,7,1,2022
Nuwara Eliya,7,13,2022
Polonnaruwa,7,17,2022
Puttalam,7,1,2022
Ratnapura,7,75,2022
Trincomalee,7,1,2022
Vavuniya,7,0,2022
Ampara,8,7,2022
Anuradhapura,8,3,2022
Badulla,8,29,2022
Batticaloa,8,4,2022
Colombo,8,13,2022
Galle,8,24,2022
Gampaha,8,10,2022
Hambantota,8,27,2022
Jaffna,8,0,2022
Kalutara,8,46,2022
Kandy,8,18,2022
Kegalle,8,26,2022
Kilinochchi,8,0,2022
Kurunegala,8,15,2022
Mannar,8,5,2022
Matale,8,2,2022
Matara,8,17,2022
Monaragala,8,15,2022
Mullaitivu,8,1,2022
Nuwara Eliya,8,6,2022
Polonnaruwa,8,7,2022
Puttalam,8,1,2022
Ratnapura,8,72,2022
Trincomalee,8,2,2022
Vavuniya,8,1,2022
Ampara,9,1,2022
Anuradhapura,9,2,2022
Badulla,9,36,2022
Batticaloa,9,2,2022
Colombo,9,20,2022
Galle,9,50,2022
Gampaha,9,39,2022
Hambantota,9,14,2022
Jaffna,9,1,2022
Kalutara,9,54,2022
Kandy,9,19,2022
Kegalle,9,34,2022
Kilinochchi,9,0,2022
Kurunegala,9,13,2022
Mannar,9,0,2022
Matale,9,4,2022
Matara,9,23,2022
Monaragala,9,9,2022
Mullaitivu,9,1,2022
Nuwara Eliya,9,7,2022
Polonnaruwa,9,7,2022
Puttalam,9,1,2022
Ratnapura,9,37,2022
Trincomalee,9,2,2022
Vavuniya,9,1,2022
Ampara,10,5,2022
Anuradhapura,10,5,2022
Badulla,10,27,2022
Batticaloa,10,4,2022
Colombo,10,542,2022
Galle,10,69,2022
Gampaha,10,25,2022
Hambantota,10,24,2022
Jaffna,10,2,2022
Kalutara,10,58,2022
Kandy,10,20,2022
Kegalle,10,37,2022
Kilinochchi,10,0,2022
Kurunegala,10,13,2022
Mannar,10,4,2022
Matale,10,13,2022
Matara,10,28,2022
Monaragala,10,7,2022
Mullaitivu,10,0,2022
Nuwara Eliya,10,11,2022
Polonnaruwa,10,7,2022
Puttalam,10,6,2022
Ratnapura,10,74,2022
Trincomalee,10,3,2022
Vavuniya,10,0,2022
Ampara,11,11,2022
Anuradhapura,11,19,2022
Badulla,11,14,2022
Batticaloa,11,8,2022
Colombo,11,471,2022
Galle,11,68,2022
Gampaha,11,18,2022
Hambantota,11,38,2022
Jaffna,11,3,2022
Kalutara,11,81,2022
Kandy,11,28,2022
Kegalle,11,95,2022
Kilinochchi,11,1,2022
Kurunegala,11,108,2022
Mannar,11,8,2022
Matale,11,22,2022
Matara,11,50,2022
Monaragala,11,44,2022
Mullaitivu,11,3,2022
Nuwara Eliya,11,3,2022
Polonnaruwa,11,8,2022
Puttalam,11,7,2022
Ratnapura,11,61,2022
Trincomalee,11,3,2022
Vavuniya,11,1,2022
Ampara,12,26,2022
Anuradhapura,12,30,2022
Badulla,12,12,2022
Batticaloa,12,10,2022
Colombo,12,859,2022
Galle,12,67,2022
Gampaha,12,19,2022
Hambantota,12,49,2022
Jaffna,12,1,2022
Kalutara,12,36,2022
Kandy,12,18,2022
Kegalle,12,51,2022
Kilinochchi,12,3,2022
Kurunegala,12,55,2022
Mannar,12,5,2022
Matale,12,18,2022
Matara,12,47,2022
Monaragala,12,45,2022
Mullaitivu,12,4,2022
Nuwara Eliya,12,5,2022
Polonnaruwa,12,44,2022
Puttalam,12,7,2022
Ratnapura,12,70,2022
Trincomalee,12,1,2022
Vavuniya,12,6,2022
Ampara,1,7,2023
Anuradhapura,1,27,2023
Badulla,1,18,2023
Batticaloa,1,11,2023
Colombo,1,299,2023
Galle,1,47,2023
Gampaha,1,430,2023
Hambantota,1,21,2023
Jaffna,1,3,2023
Kalutara,1,34,2023
Kandy,1,15,2023
Kegalle,1,26,2023
Kilinochchi,1,1,2023
Kurunegala,1,33,2023
Mannar,1,6,2023
Matale,1,8,2023
Matara,1,41,2023
Monaragala,1,45,2023
Mullaitivu,1,2,2023
Nuwara Eliya,1,6,2023
Polonnaruwa,1,18,2023
Puttalam,1,3,2023
Ratnapura,1,75,2023
Trincomalee,1,7,2023
Vavuniya,1,2,2023
Ampara,2,1,2023
Anuradhapura,2,33,2023
Badulla,2,42,2023
Batticaloa,2,7,2023
Colombo,2,8,2023
Galle,2,42,2023
Gampaha,2,12,2023
Hambantota,2,24,2023
Jaffna,2,1,2023
Kalutara,2,26,2023
Kandy,2,19,2023
Kegalle,2,20,2023
Kilinochchi,2,3,2023
Kurunegala,2,14,2023
Mannar,2,0,2023
Matale,2,5,2023
Matara,2,26,2023
Monaragala,2,18,2023
Mullaitivu,2,2,2023
Nuwara Eliya,2,8,2023
Polonnaruwa,2,12,2023
Puttalam,2,3,2023
Ratnapura,2,77,2023
Trincomalee,2,4,2023
Vavuniya,2,2,2023
Ampara,3,2,2023
Anuradhapura,3,24,2023
Badulla,3,29,2023
Batticaloa,3,1,2023
Colombo,3,29,2023
Galle,3,87,2023
Gampaha,3,47,2023
Hambantota,3,25,2023
Jaffna,3,0,2023
Kalutara,3,74,2023
Kandy,3,16,2023
Kegalle,3,42,2023
Kilinochchi,3,2,2023
Kurunegala,3,20,2023
Mannar,3,5,2023
Matale,3,17,2023
Matara,3,74,2023
Monaragala,3,44,2023
Mullaitivu,3,1,2023
Nuwara Eliya,3,10,2023
Polonnaruwa,3,13,2023
Puttalam,3,2,2023
Ratnapura,3,123,2023
Trincomalee,3,6,2023
Vavuniya,3,5,2023
Ampara,4,1,2023
Anuradhapura,4,24,2023
Badulla,4,23,2023
Batticaloa,4,13,2023
Colombo,4,24,2023
Galle,4,152,2023
Gampaha,4,41,2023
Hambantota,4,24,2023
Jaffna,4,3,2023
Kalutara,4,89,2023
Kandy,4,33,2023
Kegalle,4,67,2023
Kilinochchi,4,0,2023
Kurunegala,4,21,2023
Mannar,4,3,2023
Matale,4,23,2023
Matara,4,75,2023
Monaragala,4,118,2023
Mullaitivu,4,0,2023
Nuwara Eliya,4,4,2023
Polonnaruwa,4,11,2023
Puttalam,4,0,2023
Ratnapura,4,121,2023
Trincomalee,4,8,2023
Vavuniya,4,3,2023
Ampara,5,0,2023
Anuradhapura,5,12,2023
Badulla,5,14,2023
Batticaloa,5,10,2023
Colombo,5,35,2023
Galle,5,103,2023
Gampaha,5,54,2023
Hambantota,5,46,2023
Jaffna,5,1,2023
Kalutara,5,70,2023
Kandy,5,29,2023
Kegalle,5,68,2023
Kilinochchi,5,0,2023
Kurunegala,5,31,2023
Mannar,5,2,2023
Matale,5,11,2023
Matara,5,36,2023
Monaragala,5,57,2023
Mullaitivu,5,3,2023
Nuwara Eliya,5,13,2023
Polonnaruwa,5,14,2023
Puttalam,5,4,2023
Ratnapura,5,64,2023
Trincomalee,5,9,2023
Vavuniya,5,0,2023
Ampara,6,0,2023
Anuradhapura,6,38,2023
Badulla,6,43,2023
Batticaloa,6,17,2023
Colombo,6,42,2023
Galle,6,93,2023
Gampaha,6,36,2023
Hambantota,6,57,2023
Jaffna,6,0,2023
Kalutara,6,133,2023
Kandy,6,35,2023
Kegalle,6,105,2023
Kilinochchi,6,1,2023
Kurunegala,6,73,2023
Mannar,6,3,2023
Matale,6,36,2023
Matara,6,94,2023
Monaragala,6,58,2023
Mullaitivu,6,2,2023
Nuwara Eliya,6,16,2023
Polonnaruwa,6,31,2023
Puttalam,6,11,2023
Ratnapura,6,153,2023
Trincomalee,6,13,2023
Vavuniya,6,3,2023
Ampara,7,2,2023
Anuradhapura,7,19,2023
Badulla,7,49,2023
Batticaloa,7,9,2023
Colombo,7,34,2023
Galle,7,70,2023
Gampaha,7,37,2023
Hambantota,7,19,2023
Jaffna,7,1,2023
Kalutara,7,62,2023
Kandy,7,39,2023
Kegalle,7,86,2023
Kilinochchi,7,0,2023
Kurunegala,7,18,2023
Mannar,7,3,2023
Matale,7,14,2023
Matara,7,39,2023
Monaragala,7,20,2023
Mullaitivu,7,0,2023
Nuwara Eliya,7,19,2023
Polonnaruwa,7,11,2023
Puttalam,7,9,2023
Ratnapura,7,137,2023
Trincomalee,7,1,2023
Vavuniya,7,3,2023
Ampara,8,6,2023
Anuradhapura,8,4,2023
Badulla,8,26,2023
Batticaloa,8,3,2023
Colombo,8,28,2023
Galle,8,94,2023
Gampaha,8,46,2023
Hambantota,8,20,2023
Jaffna,8,2,2023
Kalutara,8,65,2023
Kandy,8,25,2023
Kegalle,8,51,2023
Kilinochchi,8,1,2023
Kurunegala,8,43,2023
Mannar,8,1,2023
Matale,8,6,2023
Matara,8,29,2023
Monaragala,8,25,2023
Mullaitivu,8,4,2023
Nuwara Eliya,8,22,2023
Polonnaruwa,8,5,2023
Puttalam,8,13,2023
Ratnapura,8,90,2023
Trincomalee,8,6,2023
Vavuniya,8,1,2023
Ampara,9,4,2023
Anuradhapura,9,11,2023
Badulla,9,31,2023
Batticaloa,9,10,2023
Colombo,9,34,2023
Galle,9,76,2023
Gampaha,9,78,2023
Hambantota,9,17,2023
Jaffna,9,1,2023
Kalutara,9,111,2023
Kandy,9,33,2023
Kegalle,9,52,2023
Kilinochchi,9,0,2023
Kurunegala,9,41,2023
Mannar,9,5,2023
Matale,9,5,2023
Matara,9,36,2023
Monaragala,9,25,2023
Mullaitivu,9,3,2023
Nuwara Eliya,9,20,2023
Polonnaruwa,9,14,2023
Puttalam,9,22,2023
Ratnapura,9,111,2023
Trincomalee,9,4,2023
Vavuniya,9,1,2023
Ampara,10,7,2023
Anuradhapura,10,16,2023
Badulla,10,25,2023
Batticaloa,10,7,2023
Colombo,10,27,2023
Galle,10,58,2023
Gampaha,10,45,2023
Hambantota,10,31,2023
Jaffna,10,0,2023
Kalutara,10,59,2023
Kandy,10,35,2023
Kegalle,10,65,2023
Kilinochchi,10,0,2023
Kurunegala,10,30,2023
Mannar,10,1,2023
Matale,10,8,2023
Matara,10,32,2023
Monaragala,10,23,2023
Mullaitivu,10,2,2023
Nuwara Eliya,10,32,2023
Polonnaruwa,10,8,2023
Puttalam,10,19,2023
Ratnapura,10,74,2023
Trincomalee,10,4,2023
Vavuniya,10,0,2023
Ampara,11,4,2023
Anuradhapura,11,15,2023
Badulla,11,8,2023
Batticaloa,11,13,2023
Colombo,11,28,2023
Galle,11,47,2023
Gampaha,11,42,2023
Hambantota,11,26,2023
Jaffna,11,2,2023
Kalutara,11,58,2023
Kandy,11,13,2023
Kegalle,11,82,2023
Kilinochchi,11,0,2023
Kurunegala,11,14,2023
Mannar,11,2,2023
Matale,11,2,2023
Matara,11,28,2023
Monaragala,11,12,2023
Mullaitivu,11,1,2023
Nuwara Eliya,11,18,2023
Polonnaruwa,11,16,2023
Puttalam,11,48,2023
Ratnapura,11,27,2023
Trincomalee,11,5,2023
Vavuniya,11,5,2023
Ampara,12,55,2023
Anuradhapura,12,73,2023
Badulla,12,44,2023
Batticaloa,12,17,2023
Colombo,12,35,2023
Galle,12,111,2023
Gampaha,12,52,2023
Hambantota,12,90,2023
Jaffna,12,7,2023
Kalutara,12,88,2023
Kandy,12,17,2023
Kegalle,12,117,2023
Kilinochchi,12,4,2023
Kurunegala,12,119,2023
Mannar,12,2,2023
Matale,12,18,2023
Matara,12,41,2023
Monaragala,12,104,2023
Mullaitivu,12,2,2023
Nuwara Eliya,12,22,2023
Polonnaruwa,12,55,2023
Puttalam,12,33,2023
Ratnapura,12,190,2023
Trincomalee,12,28,2023
Vavuniya,12,16,2023
Ampara,1,41,2024
Anuradhapura,1,71,2024
Badulla,1,56,2024
Batticaloa,1,11,2024
Colombo,1,35,2024
Galle,1,101,2024
Gampaha,1,44,2024
Hambantota,1,85,2024
Jaffna,1,7,2024
Kalutara,1,51,2024
Kandy,1,21,2024
Kegalle,1,90,2024
Kilinochchi,1,3,2024
Kurunegala,1,77,2024
Mannar,1,7,2024
Matale,1,18,2024
Matara,1,34,2024
Monaragala,1,120,2024
Mullaitivu,1,25,2024
Nuwara Eliya,1,19,2024
Polonnaruwa,1,50,2024
Puttalam,1,53,2024
Ratnapura,1,173,2024
Trincomalee,1,34,2024
Vavuniya,1,30,2024
Ampara,2,40,2024
Anuradhapura,2,60,2024
Badulla,2,78,2024
Batticaloa,2,11,2024
Colombo,2,25,2024
Galle,2,83,2024
Gampaha,2,43,2024
Hambantota,2,100,2024
Jaffna,2,6,2024
Kalutara,2,45,2024
Kandy,2,30,2024
Kegalle,2,69,2024
Kilinochchi,2,4,2024
Kurunegala,2,79,2024
Mannar,2,4,2024
Matale,2,16,2024
Matara,2,35,2024
Monaragala,2,140,2024
Mullaitivu,2,17,2024
Nuwara Eliya,2,0,2024
Polonnaruwa,2,41,2024
Puttalam,2,67,2024
Ratnapura,2,118,2024
Trincomalee,2,32,2024
Vavuniya,2,11,2024
Ampara,3,20,2024
Anuradhapura,3,41,2024
Badulla,3,66,2024
Batticaloa,3,5,2024
Colombo,3,61,2024
Galle,3,84,2024
Gampaha,3,106,2024
Hambantota,3,55,2024
Jaffna,3,1,2024
Kalutara,3,108,2024
Kandy,3,32,2024
Kegalle,3,95,2024
Kilinochchi,3,3,2024
Kurunegala,3,57,2024
Mannar,3,5,2024
Matale,3,9,2024
Matara,3,34,2024
Monaragala,3,90,2024
Mullaitivu,3,9,2024
Nuwara Eliya,3,0,2024
Polonnaruwa,3,24,2024
Puttalam,3,13,2024
Ratnapura,3,170,2024
Trincomalee,3,23,2024
Vavuniya,3,11,2024
Ampara,4,10,2024
Anuradhapura,4,0,2024
Badulla,4,35,2024
Batticaloa,4,5,2024
Colombo,4,40,2024
Galle,4,42,2024
Gampaha,4,40,2024
Hambantota,4,21,2024
Jaffna,4,0,2024
Kalutara,4,50,2024
Kandy,4,21,2024
Kegalle,4,46,2024
Kilinochchi,4,4,2024
Kurunegala,4,26,2024
Mannar,4,0,2024
Matale,4,3,2024
Matara,4,23,2024
Monaragala,4,42,2024
Mullaitivu,4,5,2024
Nuwara Eliya,4,0,2024
Polonnaruwa,4,18,2024
Puttalam,4,11,2024
Ratnapura,4,124,2024
Trincomalee,4,11,2024
Vavuniya,4,7,2024
Ampara,5,21,2024
Anuradhapura,5,0,2024
Badulla,5,36,2024
Batticaloa,5,8,2024
Colombo,5,36,2024
Galle,5,46,2024
Gampaha,5,62,2024
Hambantota,5,24,2024
Jaffna,5,0,2024
Kalutara,5,42,2024
Kandy,5,14,2024
Kegalle,5,41,2024
Kilinochchi,5,2,2024
Kurunegala,5,35,2024
Mannar,5,1,2024
Matale,5,8,2024
Matara,5,32,2024
Monaragala,5,50,2024
Mullaitivu,5,3,2024
Nuwara Eliya,5,0,2024
Polonnaruwa,5,18,2024
Puttalam,5,11,2024
Ratnapura,5,174,2024
Trincomalee,5,18,2024
Vavuniya,5,3,2024
Ampara,6,6,2024
Anuradhapura,6,21,2024
Badulla,6,48,2024
Batticaloa,6,15,2024
Colombo,6,40,2024
Galle,6,70,2024
Gampaha,6,88,2024
Hambantota,6,35,2024
Jaffna,6,1,2024
Kalutara,6,87,2024
Kandy,6,30,2024
Kegalle,6,101,2024
Kilinochchi,6,1,2024
Kurunegala,6,64,2024
Mannar,6,1,2024
Matale,6,15,2024
Matara,6,68,2024
Monaragala,6,42,2024
Mullaitivu,6,5,2024
Nuwara Eliya,6,0,2024
Polonnaruwa,6,40,2024
Puttalam,6,8,2024
Ratnapura,6,218,2024
Trincomalee,6,11,2024
Vavuniya,6,8,2024
Ampara,7,10,2024
Anuradhapura,7,8,2024
Badulla,7,50,2024
Batticaloa,7,4,2024
Colombo,7,67,2024
Galle,7,70,2024
Gampaha,7,60,2024
Hambantota,7,22,2024
Jaffna,7,4,2024
Kalutara,7,83,2024
